route-portfolio-diagnostics-v3	generic-craft-route-portfolio-v1.1.0
kind	case	action_index	action	elapsed_ns	proposals	producer_calls	continuation_calls	transitions	progress	quality	cp	durability	continuation_cache_hits
recommendation	cosmic-expert-mechanics-00871da97040|objective:844153b63e806f3b|recipe:36225|equipment:player-food-medicine-cosmic-tool-v1@d694228ab9f624d1|world:balanced-iid@b2fb02dee0509772|base-seed:20260824|sample:0|max-steps:80|case:a9262fc8bee3d3e0	0	reflect	54600	1	1	0	1	0	0	749	40	0
candidate	cosmic-expert-mechanics-00871da97040|objective:844153b63e806f3b|recipe:36225|equipment:player-food-medicine-cosmic-tool-v1@d694228ab9f624d1|world:balanced-iid@b2fb02dee0509772|base-seed:20260824|sample:0|max-steps:80|case:a9262fc8bee3d3e0	0	reflect	selected=true	score=0.00000000	completion=0.00000000	quality=0.00000000	undelivered_potential=0.00000000	actions=1.000	route=Some(RoutePlan { intent: QualityBuild, engine: Semantic, setup: None, consumer: None, interrupt: false })	sources=[Semantic]	success=Unknown	failure=None	selection_score=0.00000000	samples=1	horizon=1
recommendation	cosmic-expert-mechanics-00871da97040|objective:844153b63e806f3b|recipe:36225|equipment:player-food-medicine-cosmic-tool-v1@d694228ab9f624d1|world:balanced-iid@b2fb02dee0509772|base-seed:20260824|sample:0|max-steps:80|case:a9262fc8bee3d3e0	1	intensiveSynthesis	32185900	3	1	761	779	0	975	743	30	18
candidate	cosmic-expert-mechanics-00871da97040|objective:844153b63e806f3b|recipe:36225|equipment:player-food-medicine-cosmic-tool-v1@d694228ab9f624d1|world:balanced-iid@b2fb02dee0509772|base-seed:20260824|sample:0|max-steps:80|case:a9262fc8bee3d3e0	1	preciseTouch	selected=false	score=3.75156735	completion=0.75000000	quality=0.75000000	undelivered_potential=0.15673538	actions=32.875	route=Some(RoutePlan { intent: QualityBuild, engine: Semantic, setup: None, consumer: None, interrupt: false })	sources=[Semantic]	success=Unknown	failure=None	selection_score=3.75156735	samples=8	horizon=64
candidate	cosmic-expert-mechanics-00871da97040|objective:844153b63e806f3b|recipe:36225|equipment:player-food-medicine-cosmic-tool-v1@d694228ab9f624d1|world:balanced-iid@b2fb02dee0509772|base-seed:20260824|sample:0|max-steps:80|case:a9262fc8bee3d3e0	1	preciseTouch	selected=false	score=3.75156735	completion=0.75000000	quality=0.75000000	undelivered_potential=0.15673538	actions=32.875	route=Some(RoutePlan { intent: QualityBuild, engine: Semantic, setup: None, consumer: None, interrupt: true })	sources=[Condition]	success=Unknown	failure=None	selection_score=3.75156735	samples=8	horizon=64
candidate	cosmic-expert-mechanics-00871da97040|objective:844153b63e806f3b|recipe:36225|equipment:player-food-medicine-cosmic-tool-v1@d694228ab9f624d1|world:balanced-iid@b2fb02dee0509772|base-seed:20260824|sample:0|max-steps:80|case:a9262fc8bee3d3e0	1	intensiveSynthesis	selected=true	score=3.75195305	completion=0.75000000	quality=0.75000000	undelivered_potential=0.19530506	actions=31.625	route=Some(RoutePlan { intent: Finish, engine: Semantic, setup: None, consumer: None, interrupt: true })	sources=[Condition]	success=Unknown	failure=None	selection_score=3.75164521	samples=8	horizon=64
recommendation	cosmic-expert-mechanics-00871da97040|objective:844153b63e806f3b|recipe:36225|equipment:player-food-medicine-cosmic-tool-v1@d694228ab9f624d1|world:balanced-iid@b2fb02dee0509772|base-seed:20260824|sample:0|max-steps:80|case:a9262fc8bee3d3e0	2	preciseTouch	28591500	3	1	638	660	1208	975	737	20	189
candidate	cosmic-expert-mechanics-00871da97040|objective:844153b63e806f3b|recipe:36225|equipment:player-food-medicine-cosmic-tool-v1@d694228ab9f624d1|world:balanced-iid@b2fb02dee0509772|base-seed:20260824|sample:0|max-steps:80|case:a9262fc8bee3d3e0	2	preciseTouch	selected=false	score=5.00000000	completion=1.00000000	quality=1.00000000	undelivered_potential=0.00000000	actions=26.750	route=Some(RoutePlan { intent: QualityBuild, engine: Semantic, setup: None, consumer: None, interrupt: false })	sources=[Semantic]	success=Unknown	failure=None	selection_score=5.00000000	samples=8	horizon=64
candidate	cosmic-expert-mechanics-00871da97040|objective:844153b63e806f3b|recipe:36225|equipment:player-food-medicine-cosmic-tool-v1@d694228ab9f624d1|world:balanced-iid@b2fb02dee0509772|base-seed:20260824|sample:0|max-steps:80|case:a9262fc8bee3d3e0	2	preciseTouch	selected=true	score=5.00000000	completion=1.00000000	quality=1.00000000	undelivered_potential=0.00000000	actions=26.750	route=Some(RoutePlan { intent: QualityBuild, engine: Semantic, setup: None, consumer: None, interrupt: true })	sources=[Condition]	success=Unknown	failure=None	selection_score=5.00000000	samples=8	horizon=64
candidate	cosmic-expert-mechanics-00871da97040|objective:844153b63e806f3b|recipe:36225|equipment:player-food-medicine-cosmic-tool-v1@d694228ab9f624d1|world:balanced-iid@b2fb02dee0509772|base-seed:20260824|sample:0|max-steps:80|case:a9262fc8bee3d3e0	2	intensiveSynthesis	selected=false	score=3.75215716	completion=0.75000000	quality=0.75000000	undelivered_potential=0.21571556	actions=29.000	route=Some(RoutePlan { intent: Finish, engine: Semantic, setup: None, consumer: None, interrupt: true })	sources=[Condition]	success=Unknown	failure=None	selection_score=2.93525226	samples=8	horizon=64
